,State,Week,Babesiosis,Campylobacteriosis,"Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Enterobacter spp.","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Escherichia coli","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Klebsiella spp.",Chlamydia trachomatis infection,Coccidioidomycosis,Cryptosporidiosis,"Dengue Virus Infections, Dengue","Dengue Virus Infections, Severe Dengue","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis",Giardiasis,Gonorrhea,"Haemophilus influenzae, invasive disease (all ages, all serotypes)","Hepatitis (viral, acute, by type), A","Hepatitis (viral, acute, by type), B","Hepatitis (viral, acute, by type), C, Confirmed","Hepatitis (viral, acute, by type), C, Probable","Invasive Pneumococcal Disease, Age LT 5, Confirmed","Invasive Pneumococcal Disease, Age LT 5, Probable","Invasive Pneumococcal Disease, all ages, Confirmed","Invasive Pneumococcal Disease, all ages, Probable",Legionellosis,Malaria,"Meningococcal disease, all serogroups",Mumps,Pertussis,"Rabies, animal",Rubella,"Rubella, congenital syndrome",Salmonellosis (excluding Paratyphoid fever andTyphoid fever),Shiga toxin-producing Escherichia coli,Shigellosis,"Spotted Fever Rickettsiosis, Confirmed","Spotted Fever Rickettsiosis, Probable","Syphilis, primary and secondary",Tetanus,Varicella morbidity,"Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable","West Nile virus disease, Neuroinvasive","West Nile virus disease, Nonneuroinvasive","Zika virus disease, non-congenital",Person-to-Person Contact,Airborne Transmission,Droplet Spread,Vector-Borne Transmission,Vehicle-Borne Transmission,Population_Density(km²),GDP per capita,TAVE_D,AVE_TMIN_D,AVE_TMAX_D,Glaciers,Locales,Beaches,Areas,Lakes,Streams,Swamps,Forests,Plains,Woods,Mining and Logging,Construction,Manufacturing,"Trade, Transporation and Utilities",Information,Financial Activities,Professional and Business Services,Educational and Health services,Leisure and Hospitality,Other Services,Government
1108,FLORIDA,23,0,0,0,0,0,1151,0,0,0,0,0,0,0,0,0,347,6,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,13,0,32,0,0,0,0,0,1511,18,24,32,13,152.5898,39842,25.8416,22.4889,29.1943,0,4190,60,5,4027,2942,1104,10,0,4,5800,540900,372000,1780900,139700,29700,167700,130800,1227100,354400,1112500
1109,GEORGIA,23,0,10,0,0,0,471,0,0,0,0,0,0,0,0,20,148,2,1,1,0,0,0,0,7,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,629,3,10,0,34,70.3122,45925,24.4492,20.5613,28.3371,0,2874,7,21,800,5643,468,5,1,4,9500,196200,408000,943000,114600,576700,1366800,1305300,490600,159300,693800
1110,HAWAII,23,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,85.7465,52869,22.2328,18.6924,25.7732,0,745,318,152,75,560,14,62,1,4,0,36100,14200,122600,9100,248200,692400,584500,123900,28000,125600
1111,IDAHO,23,0,16,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,21,8.1836,36441,14.0862,7.1867,20.9856,0,4220,46,56,362,2016,19,19,0,1,3500,49100,68200,142500,8900,28800,82500,85800,78500,25500,124900
1112,ILLINOIS,23,0,1,0,0,0,54,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,69,0,0,3,1,88.6923,55102,25.6152,19.2632,31.9672,0,2504,19,35,1312,9098,17,14,7,7,7800,225800,588300,1216100,94400,36400,94200,105600,617300,254400,826300
1113,INDIANA,23,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,412,1,0,1,0,72.1204,46427,24.9638,18.4672,31.4603,0,2848,29,18,941,2701,65,51,1,179,6200,141300,542000,597500,29400,401800,951400,934000,309500,131800,429700
1114,IOWA,23,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,21.8421,52284,25.611,18.3493,32.8726,0,965,3,2,797,3461,27,22,1,0,2500,77500,223000,312600,22000,138700,342700,475200,143600,57500,260700
1115,KANSAS,23,0,1,0,0,0,122,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,155,1,0,2,4,13.7731,47435,24.9715,17.4495,32.4934,0,3745,0,1,101,2376,9,1,7,0,6800,61100,165100,268700,18700,109100,141000,234700,129700,50900,256200
1116,KENTUCKY,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,64,43.4644,39277,24.2589,18.9568,29.5609,0,2410,0,22,228,11872,27,10,1,3,10000,78100,252100,403800,22000,77100,180000,199500,197600,65600,313700
1117,LOUISIANA,23,0,13,0,0,0,722,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,970,0,0,0,25,41.5024,44372,27.2051,21.7643,32.6458,0,2073,7,45,1324,4124,299,4,1,1,35900,151100,134900,379500,22900,93000,217400,278300,236100,73900,327600
1118,MAINE,23,1,4,0,0,0,0,0,0,1,0,20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,10,32,7,16.7840,39521,15.3534,7.9184,22.7884,0,2203,248,6,1547,2049,515,93,8,14,2200,28900,52000,119100,7300,91100,213000,315500,68300,22200,100100
1119,MARYLAND,23,0,17,0,0,0,405,0,0,0,0,0,3,0,0,2,82,1,0,0,0,0,0,0,2,0,4,6,0,1,1,0,0,0,7,5,5,0,5,0,0,0,2,0,0,0,0,494,6,5,14,38,240.1581,56375,22.7733,17.7077,27.8389,0,2796,32,14,166,2035,219,12,0,7,1300,163100,108300,467400,36500,31900,69300,127200,281500,114700,504600
1120,MASSACHUSETTS,23,0,12,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,19,339.6000,66500,17.9217,11.3268,24.5165,0,1237,114,6,2803,4102,393,6,1,9,1100,157200,244100,579400,91500,144400,451000,471500,373000,138900,454500
1121,MICHIGAN,23,0,1,0,0,0,200,0,1,0,0,0,0,0,0,1,49,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,254,0,3,2,5,67.9108,44201,22.1666,15.0265,29.3067,0,5147,44,7,6968,4598,219,46,0,2,7200,169200,629800,791400,55800,221500,583900,797900,433600,166600,606500
1122,MINNESOTA,23,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,3,7,0,1,27.2961,54805,22.9447,16.0141,29.8752,0,3117,2,5,8783,1944,152,69,0,0,6700,122500,321400,537000,49300,219000,660600,679000,272800,113600,425500
1123,MISSISSIPPI,23,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24.5519,32447,25.8927,20.6766,31.1087,0,3703,2,237,586,5885,46,68,3,23,6900,43700,144900,231100,11000,184100,378100,543400,135500,41300,241300
1124,MISSOURI,23,0,16,0,0,0,363,0,2,0,0,0,7,0,0,1,260,5,3,0,1,0,0,1,7,0,1,0,0,0,1,0,0,0,23,8,4,0,8,0,0,4,0,0,0,0,0,636,2,14,19,58,34.3913,43036,25.3803,19.1271,31.6334,0,2373,1,33,1002,4585,130,10,0,3,4400,122500,272800,543700,50500,44400,109800,145000,305900,115500,433700
1125,MONTANA,23,0,3,0,0,0,76,0,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,102,1,1,1,6,2.8180,39833,15.4085,8.3679,22.4491,58,5695,2,21,2087,9493,48,25,23,0,7200,28600,20500,94800,6300,173300,386500,478800,66000,18900,90400
1126,NEBRASKA,23,0,13,0,0,0,46,0,3,0,0,0,0,0,0,1,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,3,1,0,1,0,0,0,0,0,73,0,2,5,25,9.7065,54654,23.6291,16.1758,31.0824,0,2611,36,46,229,9328,542,9,10,8,1100,52300,99700,201300,17700,24900,42700,77200,92200,36800,173500
1127,NEVADA,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10.7465,44812,14.1357,7.3552,20.9161,0,705,0,5,810,599,25,11,5,1,14500,89700,55500,255500,15600,73900,119200,155600,353400,42000,161000
1128,NEW HAMPSHIRE,23,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,72,0,1,1,2,58.1468,52509,16.7896,9.4335,24.1456,0,3674,5,6,1101,1460,71,3,1,1,1000,26900,70500,139300,12400,68200,190600,140600,72100,25400,90000
1129,NEW JERSEY,23,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,470.2172,56776,20.9224,15.2785,26.5662,0,782,23,5,865,1675,73,66,0,3,1400,157900,247400,888100,69700,34400,83200,125800,387200,171500,600500
1130,NEW MEXICO,23,0,4,0,0,0,107,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,134,0,2,0,6,6.6517,41619,19.7912,9.7966,29.7858,0,1047,41,0,369,1394,68,17,0,6,24500,47200,27000,137600,11900,250500,672300,708200,98000,28900,186800
1131,NEW YORK,23,5,52,0,0,0,889,0,3,0,0,49,1,0,1,19,226,6,3,1,3,0,0,1,0,0,9,1,1,0,20,11,0,0,0,8,9,0,1,14,0,0,0,0,0,0,0,1143,29,28,69,112,162.4294,65220,20.2328,13.7865,26.6791,0,7030,1,183,826,1936,14,36,6,1,5400,398400,443100,1563000,275200,34200,106400,139700,957800,413600,1488900
1132,NORTH CAROLINA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,82.3563,44706,23.7229,19.9486,27.4971,0,3739,23,44,220,2335,21,13,14,4,5800,219500,474200,833300,80000,719100,1340700,2064600,502600,154300,733000
1133,NORTH DAKOTA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2275,64311,21.6272,14.3965,28.8578,0,6071,138,23,3337,4422,417,64,1,16,20700,25900,25900,94200,6200,239600,634500,611600,40200,15200,82500
1134,OHIO,23,0,44,0,0,0,590,0,15,0,0,0,0,0,0,0,267,2,7,3,1,1,3,0,0,0,24,0,0,0,12,1,0,0,0,6,16,1,0,0,0,12,0,2,0,0,0,881,36,17,14,95,110.2698,48188,24.1679,17.8243,30.5115,0,4957,12,51,361,4244,83,28,0,20,12200,219300,698900,1024300,70800,24300,34600,63700,566400,213700,779200
1135,OKLAHOMA,23,0,34,0,0,0,57,0,3,0,0,1,2,0,0,0,22,1,0,0,1,0,0,0,0,0,0,1,1,0,12,1,0,0,0,5,1,2,7,0,0,0,0,0,0,0,0,81,12,14,14,44,22.1568,44535,26.1755,19.1652,33.1858,0,1102,2,6,199,3347,7,2,0,0,53100,80300,137700,299200,19900,307900,731200,936100,171900,71500,347800
1136,OREGON,23,0,16,0,0,0,375,0,3,0,0,0,0,0,0,2,100,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,478,2,2,0,30,16.8907,51312,11.9832,5.6019,18.3645,37,7769,51,143,1810,12052,179,35,17,7,7300,104800,194900,352200,34200,79200,190400,236300,210700,64500,295000
1137,PENNSYLVANIA,23,0,31,0,0,0,971,0,6,0,0,0,0,0,0,5,232,4,1,0,1,2,1,0,0,0,6,1,0,2,1,0,0,0,16,1,2,0,1,7,0,3,0,0,0,0,0,1216,9,8,5,72,110.4802,51841,21.7661,15.3581,28.1741,0,4765,5,100,525,7039,206,34,0,7,28600,255800,569400,1126800,85800,102000,249000,295100,571600,260400,702900
1138,RHODE ISLAND,23,1,1,0,0,0,88,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,115,0,0,3,4,392.2098,48314,18.6493,11.9043,25.3943,0,493,93,6,256,288,65,2,0,6,200,19200,40300,77400,5900,325500,804500,1274800,58700,23100,61000
1139,SOUTH CAROLINA,23,0,5,0,0,0,671,0,2,0,0,0,0,0,0,2,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,6,0,0,0,0,0,0,0,924,0,0,0,23,65.2576,37637,24.668,20.8881,28.4479,0,1896,25,11,461,3676,515,7,0,2,4400,102500,247800,406300,28200,35400,68500,106500,260300,76800,369000
1140,SOUTH DAKOTA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4.4662,48004,22.1258,14.7964,29.4552,0,1631,1,17,508,1490,30,4,1,5,1000,22900,44400,86800,5600,104200,292900,252900,47300,16800,79600
1141,TENNESSEE,23,0,0,0,0,0,218,0,0,0,0,0,5,0,0,0,85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,305,0,0,11,4,63.5357,44348,23.8631,19.069,28.6571,0,3320,4,15,408,9850,44,15,2,6,4400,124800,350700,627200,45500,29200,32600,72800,338900,118300,435500
1142,TEXAS,23,0,0,0,0,0,1955,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,2681,0,3,0,34,42.3336,53737,28.4384,21.8299,35.0469,0,8308,25,27,1847,11463,204,9,7,17,246500,739100,881100,2485300,204100,162500,416900,435600,1355600,433500,1951800
1143,UTAH,23,0,0,0,0,0,170,0,0,0,0,0,0,0,0,2,49,1,0,0,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,236,0,17,0,4,14.8499,45943,15.1139,7.2546,22.9732,1,1985,9,124,864,2429,11,16,45,31,9400,104100,133100,285800,38600,776900,1732900,1696800,149400,41200,247900
1144,VERMONT,23,0,2,0,0,0,6,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,1,2,13,2,26.0450,44831,17.0232,9.9989,24.0475,0,4166,31,14,110,7303,150,13,0,9,800,15100,29800,54300,4300,87700,215100,204200,37500,10200,56400
1145,VIRGINIA,23,0,28,0,0,0,739,0,8,0,0,0,0,0,0,5,206,2,2,0,0,1,1,0,15,1,6,1,1,1,3,0,0,0,26,5,4,0,0,9,0,3,0,0,0,0,0,976,10,24,4,88,83.1382,52124,22.9785,18.3395,27.6174,1,701,2,2,436,1251,46,144,0,1,7900,197400,240100,659700,67200,12100,28900,66100,407800,201100,722500
1146,WASHINGTON,23,0,36,0,0,0,602,0,1,0,0,0,0,0,0,0,180,1,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,5,16,0,0,0,9,0,0,0,0,0,0,0,791,6,5,0,68,43.6939,59333,12.5066,6.4425,18.5707,185,4420,60,71,2970,6296,135,30,6,35,6300,213600,287900,637700,133900,207400,748600,541100,342600,122100,586700
1147,WEST VIRGINIA,23,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,1,28.9131,37353,22.6974,16.8199,28.5749,0,858,1,6,19,8574,6,11,0,2,22600,41100,47100,130000,8200,158000,425300,491800,74000,24300,152600
1148,WISCONSIN,23,0,11,0,0,0,302,0,6,0,0,0,0,0,0,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,395,0,0,7,25,41.3619,48666,23.3483,16.5358,30.1607,0,2985,20,10,5265,3148,125,16,0,14,4800,122200,475500,543200,47300,29100,68900,128200,282600,152300,407800
1149,WYOMING,23,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2.2813,61091,13.7717,6.4508,21.0926,37,2785,0,39,1249,5194,15,8,2,0,20700,20300,9800,52000,3600,152900,326800,456100,36100,16400,68900
1150,ALABAMA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,37.1993,37508,24.9183,18.626,31.2106,666,1282,116,188,3367,9303,9,7,5,1,10000,89100,267100,380700,21100,96400,244000,245300,205900,96700,385900
1151,ALASKA,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.4982,63610,10.3843,4.2266,16.5419,0,4056,3,14,496,6547,98,11,3,1,12700,15900,12500,64300,5600,11800,27100,50400,35600,11000,80400
1152,ARIZONA,24,0,15,0,0,0,633,207,2,0,0,0,0,0,0,4,159,0,1,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,10,9,11,0,0,1,0,2,1,1,0,0,0,805,212,4,2,55,24.2052,39583,23.3658,13.5075,33.224,0,1187,1,48,1154,4799,213,7,1,3,13100,158800,170100,534500,47400,220800,431100,445700,326600,92700,415200
1153,ARKANSAS,24,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,240,0,0,0,1,22.3967,36714,25.1262,18.58,31.6724,0,4280,1,74,433,2272,33,44,47,4,6000,50600,160500,251500,11200,60500,146200,191200,118600,53400,212200
1154,CALIFORNIA,24,0,95,0,0,0,363,15,1,0,0,0,0,0,0,7,134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,1,0,0,0,0,501,16,0,0,111,98.4741,60359,19.1665,10.3071,28.0259,20,14431,275,287,2646,9884,120,45,26,199,22900,859600,1325400,3051600,543700,836300,2663700,2726500,1986100,572100,2587400
1155,COLORADO,24,0,37,0,0,0,392,0,4,0,0,0,0,0,0,10,97,1,0,0,0,1,0,0,0,0,3,1,0,0,18,0,0,0,18,7,4,0,0,0,0,9,0,2,0,0,0,494,21,19,10,83,21.1601,54026,17.9671,9.2989,26.6352,16,3617,1,34,1435,5368,13,18,2,0,28300,172300,147600,469800,74900,170500,425600,340600,339900,110800,445000
1156,CONNECTICUT,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,2,5,285.9964,62633,16.87,11.5647,22.1752,0,1507,104,8,788,1480,180,37,1,8,500,58600,160300,296500,31900,126100,220500,334900,157700,65400,236700
1157,DELAWARE,24,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,191.8949,63955,20.6072,15.9857,25.2286,0,322,16,11,70,424,43,9,0,2,0,22300,27100,80100,4100,47500,63600,80100,51500,18600,66400
1158,FLORIDA,24,0,0,0,0,0,1301,0,0,0,0,0,0,0,0,0,433,2,0,0,1,0,1,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,2,0,19,0,0,0,0,0,1739,5,10,19,3,152.5898,39842,27.3273,22.7217,31.9329,0,4190,60,5,4027,2942,1104,10,0,4,5800,540900,372000,1780900,139700,29700,167700,130800,1227100,354400,1112500
1159,GEORGIA,24,0,10,0,0,0,374,0,2,0,0,0,0,0,0,8,123,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,502,3,2,0,25,70.3122,45925,24.7718,18.5091,31.0345,0,2874,7,21,800,5643,468,5,1,4,9500,196200,408000,943000,114600,576700,1366800,1305300,490600,159300,693800
1160,HAWAII,24,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,85.7465,52869,22.3313,18.4864,26.1762,0,745,318,152,75,560,14,62,1,4,0,36100,14200,122600,9100,248200,692400,584500,123900,28000,125600
1161,IDAHO,24,0,10,0,0,0,134,0,3,0,0,0,0,0,0,2,23,1,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,3,3,1,0,0,2,0,0,0,0,0,0,0,164,2,7,1,24,8.1836,36441,14.5275,6.5096,22.5454,0,4220,46,56,362,2016,19,19,0,1,3500,49100,68200,142500,8900,28800,82500,85800,78500,25500,124900
1162,ILLINOIS,24,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,1,2,0,88.6923,55102,21.7175,14.5991,28.8358,0,2504,19,35,1312,9098,17,14,7,7,7800,225800,588300,1216100,94400,36400,94200,105600,617300,254400,826300
1163,INDIANA,24,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,118,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,426,0,4,1,1,72.1204,46427,21.3025,14.7977,27.8073,0,2848,29,18,941,2701,65,51,1,179,6200,141300,542000,597500,29400,401800,951400,934000,309500,131800,429700
1164,IOWA,24,0,31,0,0,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,43,21.8421,52284,22.2042,14.7498,29.6586,0,965,3,2,797,3461,27,22,1,0,2500,77500,223000,312600,22000,138700,342700,475200,143600,57500,260700
1165,KANSAS,24,0,3,0,0,0,104,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,1,7,13.7731,47435,23.8396,16.2231,31.456,0,3745,0,1,101,2376,9,1,7,0,6800,61100,165100,268700,18700,109100,141000,234700,129700,50900,256200
1166,KENTUCKY,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,61,43.4644,39277,22.1345,15.7899,28.479,0,2410,0,22,228,11872,27,10,1,3,10000,78100,252100,403800,22000,77100,180000,199500,197600,65600,313700
1167,LOUISIANA,24,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,41.5024,44372,27.42,22.0517,32.7883,0,2073,7,45,1324,4124,299,4,1,1,35900,151100,134900,379500,22900,93000,217400,278300,236100,73900,327600
1168,MAINE,24,0,1,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,7,7,19,4,16.7840,39521,13.496,7.8871,19.1048,0,2203,248,6,1547,2049,515,93,8,14,2200,28900,52000,119100,7300,91100,213000,315500,68300,22200,100100
1169,MARYLAND,24,0,13,0,0,0,325,0,0,0,0,0,4,0,0,0,65,7,0,1,1,0,0,0,0,0,18,4,0,0,4,7,0,0,12,0,3,0,2,0,0,0,1,0,0,0,0,395,22,11,17,31,240.1581,56375,20.1434,15.367,24.9198,0,2796,32,14,166,2035,219,12,0,7,1300,163100,108300,467400,36500,31900,69300,127200,281500,114700,504600
1170,MASSACHUSETTS,24,0,12,0,0,0,397,0,2,0,0,0,0,0,0,4,101,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,502,0,3,0,19,339.6000,66500,15.9001,11.0671,20.7331,0,1237,114,6,2803,4102,393,6,1,9,1100,157200,244100,579400,91500,144400,451000,471500,373000,138900,454500
1171,MICHIGAN,24,0,2,0,0,0,212,0,1,0,0,0,0,0,0,1,57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,270,0,1,3,5,67.9108,44201,15.2804,9.4246,21.1361,0,5147,44,7,6968,4598,219,46,0,2,7200,169200,629800,791400,55800,221500,583900,797900,433600,166600,606500
1172,MINNESOTA,24,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,2,3,0,1,27.2961,54805,16.7793,10.3843,23.1743,0,3117,2,5,8783,1944,152,69,0,0,6700,122500,321400,537000,49300,219000,660600,679000,272800,113600,425500
1173,MISSISSIPPI,24,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24.5519,32447,25.9702,19.972,31.9684,0,3703,2,237,586,5885,46,68,3,23,6900,43700,144900,231100,11000,184100,378100,543400,135500,41300,241300
